,grapheme,phoneme,count,relative_freq,relative_freq_log,softmax
359,ua,æ,8,0.0003924646781789639,0.0003923876840615075,0.0005618611967719169
360,eye,aɪ,78,0.006834910620399579,0.006811658509410707,0.008120416498205262
361,eye,eɪ,3,0.00023430178069353328,0.00023427433631815543,0.00027511990403008066
362,eye,i,2,6.246681450479433e-05,6.246486353462536e-05,6.83682496114271e-05
363,bh,b,38,0.0019681980628787486,0.0019662636987966067,0.002765279407121878
364,igh,aɪ,69,0.006046267087276551,0.0060280617604213,0.0071862633900242594
365,oh,oʊ,191,0.010333820267272628,0.010280791361190877,0.013510124579434542
366,oh,ɔ,35,0.00288469463446798,0.002880541887255843,0.0034863535091722033
367,oh,ə,1,1.1365702855064557e-05,1.1365638265981568e-05,1.2689153592155797e-05
368,gu,ɡ,82,0.006395258150054594,0.00637489525784217,0.008759017852120948
369,oeh,eɪ,4,0.00031240237425804435,0.0003123535867968965,0.0003668122175632176
370,oi,ɪ,7,0.00014717322288333368,0.00014716239396697222,0.00018567725085282476
371,oi,ə,11,0.00012502273140571014,0.0001250149167154512,0.0001395727580263549
372,oi,i,2,6.246681450479433e-05,6.246486353462536e-05,6.83682496114271e-05
373,cht,t,26,0.0005480376038109691,0.0005478874860476336,0.0007177856299745313
374,uet,eɪ,5,0.0003905029678225555,0.0003904267413824639,0.00045849737238844277
375,uy,ɪ,4,8.40989845047621e-05,8.409544838344531e-05,0.00010610463206094725
376,uy,aɪ,60,0.005257623554153523,0.005243850506010948,0.006251377708424964
377,uy,i,2,6.246681450479433e-05,6.246486353462536e-05,6.83682496114271e-05
378,eig,eɪ,2,0.00015620118712902218,0.00015618898899379677,0.00018342043067053017
379,gm,m,35,0.0013159873665212814,0.001315122214083571,0.0017961878093583944
380,che,ʃ,41,0.004825800376647834,0.004814193528586419,0.0054052140079575775
381,uh,u,37,0.005212735981966751,0.005199196704494961,0.00598582298844229
382,ddh,d,5,0.00015457861868546343,0.00015456667264177244,0.00020498206306776237
383,uo,u,7,0.0009861932938856016,0.0009857073247591282,0.0011348425342934353
384,uo,ɔ,36,0.002967114481167065,0.002962721284927123,0.003585816194551122
385,uo,ə,2,2.2731405710129114e-05,2.2731147355698112e-05,2.53781629656211e-05
386,aille,aɪ,1,8.762705923589205e-05,8.76232202093291e-05,0.00010445870738098194
387,lve,v,6,0.0005677517032551098,0.0005675905932343486,0.0007521158426466018
388,pb,b,7,0.0003625628010566116,0.00036249709104645606,0.0005098022923506354
389,sn,n,59,0.001015892694181862,0.0010153770244127347,0.0013655211464658195
390,eou,ə,6,6.819421713038734e-05,6.819189201041601e-05,7.613275833789181e-05
391,is,i,15,0.0004685011087859575,0.00046839139640704453,0.0005126578062185433
392,is,aɪ,21,0.001840168243953733,0.0018384772085792793,0.0021917130219455314
393,ot,oʊ,21,0.0011361791916896609,0.001135534228594792,0.0014922206232527505
394,ez,eɪ,6,0.00046860356138706655,0.0004684938010261907,0.0005501753696229535
395,phe,f,12,0.0009081964731703625,0.000907784312283201,0.0011456826855012953
396,ffe,f,60,0.004540982365851812,0.004530703211985368,0.005718041337442045
397,cu,k,6,0.00015874695734998412,0.0001587343583851888,0.00018281945071172868
398,oeu,u,3,0.00042265426880811494,0.00042256497565189695,0.00048649806674575153
399,ju,w,20,0.00235626767200754,0.002353496026308679,0.002910502201726512
400,mbe,m,10,0.0003759963904346518,0.00037592572150542863,0.0005134376037156659
401,pt,t,45,0.0009485266219805236,0.0009480770548659053,0.0012420726945242871
402,sci,ʃ,15,0.0017655367231638418,0.0017639799952410564,0.001980537201800765
403,mp,m,22,0.000827192058956234,0.0008268501241558471,0.0011293080576622594
404,oy,aɪ,8,0.0007010164738871364,0.0007007708766106639,0.0008354134870427176
405,ig,aɪ,34,0.0029793200140203293,0.002974890635656874,0.003546471239679678
406,shi,ʃ,22,0.0025894538606403015,0.0025861070014387808,0.002903593656393479
407,cz,z,8,0.0003066191406998582,0.00030657214265799194,0.00039527808338941803
408,mme,m,33,0.001240788088434351,0.0012400189470561172,0.00169361211621515
409,bt,t,25,0.0005269592344336242,0.0005268204401734483,0.0006901857610605882
410,ppe,p,38,0.002022675254165114,0.0020206324007954655,0.002763181792981771
411,es,eɪ,12,0.0009372071227741331,0.0009367682183868799,0.0011000931061908013
412,dn,n,4,6.887408096148217e-05,6.887170925095214e-05,9.262153181948761e-05
413,ngh,ŋ,14,0.0014806980433632998,0.001479602890942193,0.0018967357619989844
414,rh,r,105,0.0014599149078168016,0.0014588502681106392,0.0020301130410434
415,vv,v,8,0.000757002271006813,0.0007567158893062981,0.001002726288126998
416,ngue,ŋ,10,0.0010576414595452142,0.0010570825508652622,0.0013550975669792654
417,eigh,eɪ,32,0.002499218994064355,0.002496101139993703,0.002931294638913565
418,eigh,aɪ,4,0.0003505082369435682,0.00035044682328165316,0.0004177799226999351
419,pn,n,13,0.00022384076312481705,0.00022381571451900558,0.00030099665812689027
420,nc,ŋ,2,0.00021152829190904283,0.0002115059229543188,0.0002711341336232438
421,sme,m,1,3.759963904346518e-05,3.759893219466306e-05,5.1352446890274405e-05
422,tth,θ,10,0.0035112359550561797,0.0035050859579463527,0.004995579486862089
423,aigh,eɪ,3,0.00023430178069353328,0.00023427433631815543,0.00027511990403008066
424,psh,ʃ,8,0.0009416195856873823,0.0009411765400636845,0.001056721253124827
425,shh,ʃ,2,0.00023540489642184556,0.0002353771930368913,0.0002642735680238247
426,sesh,ʃ,1,0.00011770244821092278,0.0001176955218211939,0.00013214455950809917
427,ic,aɪ,5,0.0004381352961794602,0.00043803934293663095,0.0005222020308756406
428,cque,k,6,0.00015874695734998412,0.0001587343583851888,0.00018281945071172868
429,tz,s,9,0.00019082350945636502,0.0001908053049662961,0.00024007552355512183
430,cn,n,1,1.721852024037054e-05,1.721837200326279e-05,2.3155980993138065e-05
431,aah,ɑ,2,8.609186001463561e-05,8.608815432324111e-05,0.00010529964766198202
432,cqu,k,1,2.6457826224997355e-05,2.6457476222901822e-05,3.047192378194574e-05
433,ft,f,27,0.0020434420646333155,0.0020413570767823727,0.0025763250434597566
434,aoh,oʊ,8,0.0004328301682627279,0.0004327365243058206,0.0005686648184995294
435,ww,w,2,0.000235626767200754,0.0002355990115739744,0.00029135865718292323
436,ix,i,1,3.123340725239717e-05,3.123291949959863e-05,3.418465863226471e-05
437,ioux,u,2,0.0002817695125387433,0.0002817298229650445,0.0003243548853183372
438,ii,ɪ,2,4.204949225238105e-05,4.2048608197277244e-05,5.3053431395049384e-05
439,sj,ʃ,7,0.0008239171374764595,0.0008235779040724016,0.0009246854737565162
440,ighe,aɪ,1,8.762705923589205e-05,8.76232202093291e-05,0.00010445870738098194
441,wo,u,11,0.0015497323189630882,0.0015485327230412838,0.0017828220970985647
442,or,ʊ,1,0.0005327650506126798,0.0005326231816993347,0.0006325828938089595
443,iao,aʊ,1,0.00029806259314456036,0.0002980181813146451,0.00034348793378342294
444,zi,ʒ,4,0.008,0.007968169649176881,0.008842035427804595
